episode,epsilon,score,average_score,total_reward,average_reward,Q_table_length
259,0.7718230230437034,30,20.696153846153845,20.0,10.734615384615385,5899
260,0.7710515858035663,53,20.81992337164751,43.0,10.85823754789272,5954
261,0.7702809196150792,16,20.801526717557252,6.0,10.83969465648855,5972
262,0.7695110237075758,13,20.771863117870723,3.0,10.809885931558936,5987
263,0.7687418973111603,76,20.981060606060606,66.0,11.018939393939394,6065
264,0.7679735396567061,12,20.947169811320755,2.0,10.984905660377358,6079
265,0.7672059499758557,11,20.909774436090224,1.0,10.947368421052632,6092
266,0.7664391275010192,11,20.872659176029963,1.0,10.910112359550562,6105
267,0.7656730714653739,25,20.888059701492537,15.0,10.925373134328359,6132
268,0.764907781102864,11,20.851301115241636,1.0,10.888475836431226,6145
269,0.764143255648199,27,20.874074074074073,17.0,10.911111111111111,6174
270,0.7633794943368531,25,20.88929889298893,15.0,10.92619926199262,6201
271,0.7626164964050653,13,20.860294117647058,3.0,10.897058823529411,6216
272,0.7618542610898376,20,20.857142857142858,10.0,10.893772893772894,6238
273,0.7610927876289343,22,20.861313868613138,12.0,10.897810218978103,6262
274,0.7603320752608821,32,20.901818181818182,22.0,10.938181818181818,6296
275,0.7595721232249685,9,20.858695652173914,-1.0,10.894927536231885,6307
276,0.7588129307612413,55,20.981949458483754,45.0,11.018050541516246,6364
277,0.7580544971105083,14,20.9568345323741,4.0,10.992805755395683,6380
278,0.7572968215143355,50,21.060931899641577,40.0,11.096774193548388,6432
279,0.7565399032150474,38,21.12142857142857,28.0,11.157142857142857,6472
280,0.7557837414557255,20,21.11743772241993,10.0,11.153024911032029,6494
281,0.755028335480208,16,21.099290780141843,6.0,11.134751773049645,6512
282,0.754273684533089,12,21.06713780918728,2.0,11.102473498233216,6526
283,0.7535197878597172,25,21.080985915492956,15.0,11.116197183098592,6553
284,0.7527666447061963,40,21.147368421052633,30.0,11.182456140350878,6595
285,0.7520142543193826,19,21.13986013986014,9.0,11.174825174825175,6616
286,0.751262615946886,9,21.097560975609756,-1.0,11.132404181184668,6627
287,0.750511728837068,17,21.083333333333332,7.0,11.118055555555555,6646
288,0.7497615922390413,16,21.06574394463668,6.0,11.100346020761245,6664
289,0.7490122054026693,12,21.03448275862069,2.0,11.068965517241379,6678
290,0.7482635675785653,27,21.054982817869416,17.0,11.0893470790378,6707
291,0.747515678018091,8,21.01027397260274,-2.0,11.044520547945206,6717
292,0.7467685359733571,14,20.986348122866893,4.0,11.020477815699659,6733
293,0.7460221406972215,40,21.051020408163264,30.0,11.085034013605442,6775
294,0.7452764914432887,25,21.064406779661017,15.0,11.098305084745762,6802
295,0.7445315874659094,53,21.1722972972973,43.0,11.20608108108108,6857
296,0.7437874280201796,58,21.296296296296298,48.0,11.32996632996633,6917
297,0.7430440123619398,21,21.29530201342282,11.0,11.328859060402685,6940
298,0.7423013397477743,38,21.351170568561873,28.0,11.384615384615385,6980
299,0.7415594094350105,16,21.333333333333332,6.0,11.366666666666667,6998
300,0.7408182206817179,36,21.38205980066445,26.0,11.415282392026578,7036
301,0.7400777727467076,17,21.367549668874172,7.0,11.400662251655628,7055
302,0.7393380648895319,30,21.396039603960396,20.0,11.429042904290428,7087
303,0.7385990963704826,17,21.38157894736842,7.0,11.414473684210526,7106
304,0.7378608664505911,35,21.42622950819672,25.0,11.459016393442623,7143
